,train_loss_list,train_acc_list,val_loss_list,val_acc_list,test_acc_list
0,1.999334454536438,15.714285714285714,1.916609525680542,22.8,26.5
1,1.9748414754867554,15.714285714285714,1.8677244186401367,39.4,42.7
2,1.8775684833526611,32.857142857142854,1.8242895603179932,43.2,46.9
3,1.801042914390564,35.714285714285715,1.7786614894866943,46.6,50.2
4,1.6803832054138184,46.42857142857143,1.725330114364624,53.6,55.4
5,1.6295039653778076,52.142857142857146,1.6727573871612549,60.2,62.4
6,1.562872290611267,56.42857142857143,1.6162631511688232,68.8,68.5
7,1.5043694972991943,57.857142857142854,1.559256911277771,73.6,73.3
8,1.4483599662780762,63.57142857142857,1.501931071281433,74.8,76.5
9,1.2781702280044556,68.57142857142857,1.446324110031128,78.0,78.6
10,1.2073523998260498,68.57142857142857,1.3944120407104492,79.8,80.2
11,1.217563509941101,65.0,1.3444374799728394,80.4,80.5
12,1.2151423692703247,67.14285714285714,1.2965965270996094,81.2,81.7
13,1.0714620351791382,72.14285714285714,1.25559663772583,80.6,81.8
14,1.0756890773773193,66.42857142857143,1.2181254625320435,80.2,82.1
15,1.0707365274429321,62.857142857142854,1.1833196878433228,80.0,81.6
16,0.8573289513587952,77.14285714285714,1.154020071029663,80.0,81.3
17,0.9519328474998474,70.0,1.1274691820144653,79.8,81.2
18,0.8682275414466858,73.57142857142857,1.1036574840545654,79.2,80.5
19,1.0221672058105469,72.14285714285714,1.0842047929763794,78.8,79.8
20,1.0136750936508179,65.71428571428571,1.0688018798828125,78.2,79.2
21,0.8923578858375549,72.14285714285714,1.0543358325958252,77.8,79.0
22,0.7873907089233398,72.85714285714286,1.0410021543502808,77.8,78.8
23,0.863567054271698,76.42857142857143,1.029579758644104,77.8,78.8
24,0.6884965896606445,80.71428571428571,1.0195118188858032,77.8,78.3
25,0.8355283737182617,77.14285714285714,1.0090826749801636,78.2,78.0
26,0.908802330493927,74.28571428571429,0.9990667700767517,78.4,78.0
27,0.8157634735107422,75.71428571428571,0.9888991713523865,78.0,78.1
28,0.7723436951637268,77.14285714285714,0.9799073338508606,77.8,78.3
29,0.6699756383895874,82.85714285714286,0.9710466265678406,77.8,78.3
30,0.7376793026924133,77.14285714285714,0.9642005562782288,77.8,78.3
31,0.7394727468490601,75.0,0.9558464288711548,78.6,78.5
32,0.7271009087562561,77.85714285714286,0.9486489295959473,78.4,78.7
33,0.6240352392196655,81.42857142857143,0.9405990839004517,78.2,79.0
34,0.69093918800354,75.0,0.9308038949966431,78.8,79.3
35,0.5670666098594666,87.85714285714286,0.9196741580963135,79.2,79.7
36,0.7348910570144653,79.28571428571429,0.9106073379516602,79.0,80.0
37,0.6738925576210022,76.42857142857143,0.9023464918136597,78.6,80.0
38,0.5586892366409302,82.85714285714286,0.8954578638076782,78.2,80.2
39,0.6426072716712952,82.85714285714286,0.8887988328933716,78.6,80.0
40,0.7148947715759277,78.57142857142857,0.8818479180335999,78.8,79.9
41,0.5805894732475281,85.0,0.8762492537498474,78.8,80.0
42,0.6778388619422913,75.71428571428571,0.8713783025741577,78.8,80.4
43,0.5998972058296204,80.71428571428571,0.8676873445510864,78.8,80.6
44,0.6193529963493347,82.14285714285714,0.8653624653816223,78.8,80.6
45,0.5976433157920837,78.57142857142857,0.8628754019737244,78.4,80.5
46,0.8051919937133789,71.42857142857143,0.8600430488586426,78.4,80.1
47,0.49523478746414185,85.0,0.8576701283454895,78.2,80.2
48,0.5477204322814941,80.71428571428571,0.8555574417114258,78.2,80.2
49,0.575709342956543,81.42857142857143,0.8518274426460266,78.2,80.0
50,0.5933607220649719,79.28571428571429,0.8482605814933777,78.6,80.4
51,0.5852116346359253,80.0,0.8448511362075806,78.6,80.2
52,0.545777440071106,83.57142857142857,0.8406431078910828,79.2,80.3
53,0.6487869024276733,76.42857142857143,0.836521327495575,79.6,80.5
54,0.544160008430481,86.42857142857143,0.8337706327438354,79.8,80.5
55,0.6383795738220215,76.42857142857143,0.8335188031196594,80.0,80.5
56,0.6301349401473999,74.28571428571429,0.8319605588912964,80.2,80.6
57,0.5883749723434448,80.71428571428571,0.8300520777702332,80.0,80.6
58,0.5366589426994324,82.14285714285714,0.8290829062461853,79.8,80.6
59,0.5695151090621948,80.71428571428571,0.8262682557106018,79.6,80.9
60,0.42661944031715393,86.42857142857143,0.8228793144226074,79.6,80.9
61,0.5350260138511658,78.57142857142857,0.8193281292915344,79.4,80.9
62,0.689845085144043,75.0,0.8177406191825867,79.0,80.8
63,0.5635848641395569,82.14285714285714,0.8166956305503845,78.6,80.8
64,0.5370670557022095,80.0,0.8162186741828918,78.4,80.9
65,0.5447393655776978,84.28571428571429,0.8184282779693604,78.0,80.8
66,0.5179140567779541,83.57142857142857,0.8194214701652527,78.0,81.0
67,0.5432811975479126,81.42857142857143,0.8203525543212891,78.0,80.9
68,0.4691888391971588,85.71428571428571,0.8229014277458191,78.2,80.8
69,0.5400210022926331,82.85714285714286,0.8257074952125549,78.2,80.6
70,0.5335561037063599,83.57142857142857,0.8282055258750916,78.4,80.4
71,0.4743354320526123,82.85714285714286,0.8300102353096008,78.2,80.1
72,0.5097694993019104,83.57142857142857,0.8315343856811523,78.2,80.0
73,0.5119767189025879,84.28571428571429,0.8317144513130188,78.2,80.0
74,0.47731176018714905,82.14285714285714,0.8314628005027771,78.0,80.0
75,0.6430911421775818,75.0,0.8315765261650085,77.4,79.9
76,0.5903107523918152,77.14285714285714,0.83021479845047,77.2,79.8
77,0.4801793098449707,84.28571428571429,0.8287639617919922,77.2,79.8
78,0.49363306164741516,86.42857142857143,0.8263757228851318,77.2,79.7
79,0.43830475211143494,85.71428571428571,0.8238729238510132,77.0,79.6
80,0.5038139224052429,83.57142857142857,0.8199108242988586,77.0,79.7
81,0.5373064875602722,81.42857142857143,0.8149164915084839,77.2,79.7
82,0.4848577678203583,85.71428571428571,0.8101018667221069,77.6,79.7
83,0.4310443699359894,85.0,0.8042264580726624,77.8,80.1
84,0.5005453824996948,82.14285714285714,0.8002333641052246,77.6,80.1
85,0.4259686768054962,85.0,0.7961200475692749,78.4,80.3
86,0.6624108552932739,77.14285714285714,0.7907330989837646,78.6,80.2
87,0.5683014392852783,82.85714285714286,0.7879291772842407,78.8,80.1
88,0.550723671913147,80.71428571428571,0.7851213812828064,79.2,80.4
89,0.6159135103225708,82.85714285714286,0.7852095365524292,79.2,80.5
90,0.4922774136066437,82.14285714285714,0.785772442817688,79.0,80.5
91,0.43942010402679443,85.0,0.786268413066864,79.0,80.4
92,0.49491316080093384,80.71428571428571,0.7865637540817261,79.0,80.4
93,0.5427844524383545,80.0,0.7880426049232483,78.6,80.3
94,0.348797470331192,88.57142857142857,0.7888634204864502,78.2,80.4
95,0.4339238703250885,88.57142857142857,0.7898369431495667,78.2,80.3
96,0.4989356994628906,83.57142857142857,0.7914916276931763,77.6,80.1
97,0.6056727766990662,77.85714285714286,0.7938245534896851,77.4,80.0
98,0.47428664565086365,83.57142857142857,0.7939382791519165,77.4,80.0
99,0.5580255389213562,82.85714285714286,0.7954264879226685,77.8,79.9
100,0.5688528418540955,77.85714285714286,0.7969635725021362,77.8,79.9
101,0.47003108263015747,86.42857142857143,0.7982684373855591,77.8,80.0
102,0.32627633213996887,89.28571428571429,0.7983717918395996,77.6,80.1
103,0.44329163432121277,86.42857142857143,0.7994096875190735,77.6,80.0
104,0.5437356233596802,81.42857142857143,0.8002438545227051,77.4,79.8
105,0.496817022562027,80.71428571428571,0.8007552623748779,77.2,79.8
106,0.37973394989967346,87.85714285714286,0.8005232810974121,77.2,79.9
107,0.5561723709106445,80.71428571428571,0.8007469773292542,77.0,80.0
108,0.46162834763526917,83.57142857142857,0.801501989364624,77.0,80.0
109,0.37336206436157227,87.14285714285714,0.802975594997406,77.2,80.0
110,0.481923907995224,85.0,0.804469645023346,77.4,80.0
111,0.515722393989563,80.0,0.8066151738166809,77.2,79.7
112,0.44489729404449463,82.85714285714286,0.8075156211853027,77.0,79.4
113,0.48321592807769775,82.85714285714286,0.8079954385757446,77.0,79.2
114,0.5041275024414062,82.14285714285714,0.8091675043106079,77.0,79.2
115,0.5351317524909973,82.85714285714286,0.8111127614974976,77.0,79.0
116,0.4123522937297821,85.71428571428571,0.8127378225326538,77.0,78.9
117,0.5576565265655518,80.71428571428571,0.81410813331604,77.0,78.7
118,0.5719944834709167,80.0,0.816182017326355,77.0,78.5
119,0.45446285605430603,87.14285714285714,0.8160589337348938,77.0,78.7
120,0.4839059114456177,83.57142857142857,0.8154816031455994,76.4,78.6
121,0.376162052154541,84.28571428571429,0.8150944709777832,76.4,78.3
122,0.4180966913700104,83.57142857142857,0.8144320249557495,76.8,78.4
123,0.43071308732032776,85.71428571428571,0.8125057816505432,76.8,78.3
124,0.48262518644332886,82.85714285714286,0.8092557787895203,77.0,78.3
125,0.5285373330116272,82.85714285714286,0.8051746487617493,77.2,78.6
126,0.470140665769577,83.57142857142857,0.8014665246009827,77.6,78.8
127,0.42711302638053894,84.28571428571429,0.7999117970466614,77.4,78.9
128,0.4459685981273651,85.71428571428571,0.7974473237991333,77.0,79.1
129,0.4152448773384094,86.42857142857143,0.7937067151069641,77.6,79.4
130,0.5061913728713989,80.71428571428571,0.789941668510437,77.6,79.4
131,0.5108787417411804,84.28571428571429,0.7861546277999878,77.4,79.4
132,0.5891554951667786,80.71428571428571,0.7853817343711853,77.0,79.9
133,0.42758846282958984,85.71428571428571,0.7848225831985474,76.4,79.6
134,0.47039076685905457,85.71428571428571,0.7863117456436157,76.8,79.5
135,0.5090705156326294,85.71428571428571,0.788079023361206,76.8,79.5
136,0.3859821856021881,87.14285714285714,0.7893985509872437,76.6,79.4
137,0.4858649671077728,84.28571428571429,0.7935915589332581,76.6,79.2
138,0.4856293201446533,80.71428571428571,0.7988519072532654,76.6,79.2
139,0.41080495715141296,85.0,0.803840160369873,76.8,78.9
140,0.44894957542419434,85.0,0.8092707991600037,76.2,79.0
141,0.5232331156730652,83.57142857142857,0.8124905824661255,76.2,78.8
142,0.398661345243454,87.85714285714286,0.8143771290779114,75.6,78.7
143,0.43735113739967346,82.85714285714286,0.8143293261528015,75.6,78.6
144,0.6115626096725464,81.42857142857143,0.813307523727417,75.6,78.7
145,0.4455241858959198,86.42857142857143,0.8110157251358032,76.0,78.6
146,0.4364280104637146,85.71428571428571,0.8089019656181335,76.0,78.3
147,0.4782646596431732,83.57142857142857,0.8064339756965637,76.0,78.3
148,0.3976017236709595,89.28571428571429,0.8021146059036255,75.8,78.4
149,0.3953845798969269,85.0,0.7991892695426941,76.0,78.6
150,0.38018709421157837,87.85714285714286,0.7961500883102417,76.0,78.7
151,0.4644424021244049,82.85714285714286,0.7944127321243286,76.0,79.0
152,0.3288557231426239,88.57142857142857,0.7929796576499939,76.4,79.2
153,0.40656715631484985,87.85714285714286,0.7908517122268677,76.8,79.2
154,0.3691641390323639,87.14285714285714,0.7886589765548706,77.0,79.3
155,0.3909284472465515,88.57142857142857,0.7860669493675232,77.4,79.3
156,0.37747833132743835,89.28571428571429,0.7852409482002258,77.6,79.3
157,0.4349532127380371,84.28571428571429,0.7844014167785645,77.6,79.2
158,0.4460301101207733,82.85714285714286,0.7845149040222168,77.8,79.2
159,0.3998589515686035,86.42857142857143,0.7851072549819946,77.4,79.2
160,0.4588984251022339,83.57142857142857,0.7873576283454895,77.0,79.1
161,0.323396235704422,87.85714285714286,0.7893506288528442,77.2,79.0
162,0.34769967198371887,90.71428571428571,0.790554940700531,77.2,79.1
163,0.42155885696411133,85.71428571428571,0.7914919257164001,77.0,79.2
164,0.49127572774887085,84.28571428571429,0.7916650772094727,77.2,79.3
