,train_loss_list,train_acc_list,val_loss_list,val_acc_list,test_acc_list
0,1.9813472032546997,13.571428571428571,1.9227312803268433,24.6,28.8
1,1.954596996307373,15.0,1.911946177482605,28.6,32.0
2,1.9377388954162598,18.571428571428573,1.9007859230041504,32.2,35.0
3,1.9029990434646606,17.142857142857142,1.8897840976715088,35.4,38.7
4,1.8933639526367188,27.142857142857142,1.879040241241455,38.4,43.9
5,1.9192941188812256,23.571428571428573,1.867864966392517,40.6,47.0
6,1.8199104070663452,33.57142857142857,1.8564492464065552,44.6,51.2
7,1.8568917512893677,27.857142857142858,1.8446751832962036,50.4,55.4
8,1.8454622030258179,32.857142857142854,1.8328827619552612,52.2,57.6
9,1.7984426021575928,32.857142857142854,1.8210114240646362,55.2,59.6
10,1.816408634185791,40.0,1.8093175888061523,57.0,62.2
11,1.805367112159729,37.142857142857146,1.797842264175415,59.2,65.1
12,1.808408498764038,32.857142857142854,1.7863950729370117,61.0,67.0
13,1.7710158824920654,40.714285714285715,1.7747613191604614,63.4,68.8
14,1.7073403596878052,45.0,1.763083815574646,64.4,70.1
15,1.7350088357925415,42.857142857142854,1.7515672445297241,65.6,71.2
16,1.6970335245132446,48.57142857142857,1.7401635646820068,68.0,72.5
17,1.6728782653808594,54.285714285714285,1.7283278703689575,68.6,74.6
18,1.6745386123657227,46.42857142857143,1.716623306274414,69.2,75.5
19,1.674062967300415,47.857142857142854,1.7051012516021729,70.2,75.9
20,1.6095447540283203,52.857142857142854,1.6937059164047241,71.6,76.2
21,1.6028364896774292,60.714285714285715,1.682191252708435,72.0,76.7
22,1.5699299573898315,59.285714285714285,1.670581579208374,73.0,76.9
23,1.6342010498046875,48.57142857142857,1.6594123840332031,73.4,77.5
24,1.6157829761505127,55.0,1.6485360860824585,73.6,77.1
25,1.5678935050964355,60.714285714285715,1.6376702785491943,73.8,77.4
26,1.5920257568359375,57.142857142857146,1.6271637678146362,73.8,77.1
27,1.5313791036605835,62.857142857142854,1.6166582107543945,74.6,77.3
28,1.5806262493133545,57.142857142857146,1.6060000658035278,74.8,78.1
29,1.4779634475708008,63.57142857142857,1.595534086227417,75.6,78.5
30,1.4787095785140991,63.57142857142857,1.5850980281829834,75.8,78.9
31,1.4845575094223022,66.42857142857143,1.5746747255325317,75.8,79.1
32,1.5149402618408203,61.42857142857143,1.5643116235733032,76.0,79.2
33,1.4993146657943726,60.0,1.5542794466018677,75.4,78.9
34,1.4980086088180542,61.42857142857143,1.5441820621490479,75.6,78.8
35,1.534686803817749,55.0,1.5341235399246216,75.8,79.0
36,1.4396880865097046,63.57142857142857,1.524082064628601,75.8,79.2
37,1.3784360885620117,66.42857142857143,1.5141217708587646,76.0,79.0
38,1.4913326501846313,65.0,1.5045450925827026,76.2,79.2
39,1.3897255659103394,69.28571428571429,1.494898796081543,76.0,79.3
40,1.401497483253479,61.42857142857143,1.4855693578720093,75.6,79.3
41,1.3851475715637207,67.14285714285714,1.4762463569641113,75.4,79.2
42,1.424181342124939,66.42857142857143,1.4673012495040894,75.8,79.1
43,1.3738003969192505,63.57142857142857,1.459102988243103,76.0,79.1
